r_id,s_id,sentence,sentence_sentiment
1273,8148,Gets up and go to the place and the dasher is over dosing in the parking lot from some type of drug with my food in the car.,0.0
51,549,#2 it took me way too long to even find out where I could talk to a real human.,-0.025
531,2854,Uber doesn't feel like they deserve to be real humans so they give their drivers 0 worker rights.,0.2
538,2937,"I don't want to chat with a computer , I want to speak to a real human!..Uber eats, you have lost a long time customer today!",0.06875
646,3889,Cant even get in touch with a real human to speak with or even an email or chat to resolve this issue.,0.0
1035,6270,"I contacted support and it was not helpful at all, they aren't real humans it's literally just computers.",0.2
757,4637,Nice app they have your favorite restaurants the only problem for me tho is that your delivery person should focus on one order not have multiple orders from lots of people like I'm still waiting on my delivery and I have an appointment at 11am and it's 10:43am and I'm waiting on my meal but the delivery person is delivering someone elses food you should change that and make them do just one delivery once done they do another one pls,0.275
754,4616,I will contact the better business bureau immediately to rectify this!!!,0.9765625
777,4777,I had to file complaints with the Better Business Bureau and email randomly executives just for a partial refund on an order.,-0.0333333333333333
1098,6544,We will be reporting you to the better business bureau.,0.5
237,1566,Your entire business model is falling apart and will soon fail if you don't tighten up the ship and hold people accountable.,-0.25
511,2622,I voiced my confusion with such a business model to which they just kept reassuring me I could place my order and I would be getting my money back.,0.0
602,3512,"..There's an existent business model built into this already, that every 17 year old with a second honda and a desire to earn money has figured out for the last 50 years.",0.0333333333333333
287,1781,I had a issue before with a card authorization hold but after 24 hours I was able to order my item.,0.5
598,3479,"..This morning, I also found out they charge an authorization hold.",0.0
871,5346,Even if your order is cancelled by the app or merchant as soon as you place it there is still a 3-10 day authorization hold on the money that twice now has ended up sticking.,0.0
36,427,"With Grubhub you have to go out of your way to do a rating for a driver, so the only people who will likely be doing that are ones who have a negative rating to give.",-0.0999999999999999
68,683,"..I'm absolutely fuming, and if I could give them a negative rating on the app, I would.",-0.0499999999999999
1251,7972,Terrible terrible terrible if I could do a negative rating I would do a -75 Andrew is a terrible employee,-0.86
186,1317,It's disappointing to see that this app doesn't give their customers a discount on their next order when a restaurant cancel's your order after waiting a significant amount of time.,-0.075
242,1583,My bank account was hacked through Grubhub and they cleared out significant amounts of money from my bank all linked to Grubhub.,0.375
923,5617,I write this as yet another order was delayed a significant amount of time.,0.375
144,1143,"Between the inflated prices, the $20 minimum order fee and the subscription, it's an unreasonable situation for a person looking to order one meal a few times a month.",-0.2
647,3893,Getting reimbursed a portion of the inflated prices doesn't seem fair...There's needs to be a process for editing an order if both the carrier and the customer are in communication and agree on the change.,0.0
1187,7382,"Then the delivery person cancelled my order, which mind you, due to their inflated prices came out to double then what it would have been on Uber, due to him waiting on line to long, but he told customer service they weren't allowing substitutions.",-0.075
1343,8641,"From the dashers themselves, the inflated priced on items (even if you purchase their ‘dash pass'), the inaccurate map- to them not holding their Dasher's accountable for marking orders ""waiting for order"" where then half way across the city or doing multiple deliveries when they've marked as your ordering being close by.",-0.0222222222222222
11,161,"I live on a busy street, right across from a high school, with a unique tower above the garage and the drivers still couldn't find it!",0.1761796536796536
340,2003,Kinda seems like a high school math - maximizing profit problem …you missed the vertex 🤷🏻‍♂️,0.16
522,2747,"I'm in high school, have no job (I'm underage) and I just wanted lunch.",0.16
430,2269,It's ok but they have drivers that deliver to complete opposite locations of where you are pretty frequently so your food is cold and will need some microwaving.,0.0583333333333333
923,5614,"Always delays, and somehow drivers end up on the complete opposite side of town with my order after picking it up.",0.05
