app_name,r_id,review,review_sentiment,s_id,sentence,sentence_sentiment,feature,weight,rating,feature_frequency
ubereats,502,Use one of their many competitors.,0.5,2511,"both said they had been delivered, and i had been charged for both, but the hotel only had one.",0.0,ad be,0.684312859,1,5
doordash,1170,Unfortunately I was unable to continue using doordash because apparently when you have a dasher driver account AND  a personal doordash ordering app under the same email issues can arise.,-0.19,7241,where it went wrong was when i was assured that both accounts could be separated and that it would take 24/48 hrs.,-0.5,be separate,1.568951789,1,1
doordash,1283,"Probably done 100 orders on door dash, Been getting meals 30 min delays.",0.0,8216,"i said cool you are just doing your job, please send confirmation you have sent this issue further up the chain, i even have video proof of me opening the food bags.",0.175,food bag,0.904815529,1,1
ubereats,743,"We have been ordering for a number of years now and have always found the service quick, reliable, the food delivered hot and fresh by very friendly delivery people.",0.342708333,4552,"we have been ordering for a number of years now and have always found the service quick, reliable, the food delivered hot and fresh by very friendly delivery people.",0.342708333,delivery people,1.295994319,5,1
ubereats,991,The customer service here is a joke.,0.0,5995,she told me she is going to call uber and hung up the phone.,0.0,call uber,3.164870615,1,1
ubereats,557,I order through this app at least 2 times a day.,-0.3,3127,"they used to be good and trustworthy but not anymore...i hope you have a better experience than i did, sincerely!",0.608333333,be good,23.20759476,2,4
doordash,1277,Functionally a fine app.,0.416666667,8174,"but note to devs: when you go to pull up an old order that is very old and thus probably not archived anymore, it fails in an ugly way.",-0.2425,old order,1.01209613,4,1
ubereats,637,Hello!,0.0,3786,i was really upset because that was a 51 dollar order and if the restaurant canceled it then i should be given a refund.,0.2,dollar order,3.821722343,1,1
grubhub,66,ordered from a restaurant that is ten minutes away from my house and it took over an hour to get to my destination.,0.0,671,we attempted to reach out to the driver only to be met with an answering machine (why even have the option if it doesn't work).,0.0,driver only,0.89197648,1,1
doordash,1174,I can't believe I have to write this review today on November 7th around 3:00 I had a door dasher named Cristian.,0.0,7277,im glad i was able to get a some what refund but that would never make up the experience i just had i smell like the soup and covered in it and now i have to wait to get home to eat because i don't ever want to order food on these apps again.,0.5,get home,0.853622147,1,1
ubereats,784,"When UberEats application or your connection have an issue and UberEats server is unable to connect back to your phone, UberEats will ASK YOU TO RETRY YOUR ORDER WITHOUT YOU KNOWING UBEREATS ALREADY PROCESSED THE FIRST TRANSACTION.",-0.083333333,4818,"if you call them, they will say, the store has already processed your order and ubereats will be charged blah blah blah… get this.",0.0,be charge,19.25217783,1,2
doordash,1296,Disappointed in the new changes to their delivery system.,-0.306818182,8305,"recently, doordash has updated how they do deliveries and they will have a dasher do multiple stops and don't come  straight to me.",0.066666667,dasher do,2.691740105,2,2
doordash,1153,Me and my girlfriend always have little date nights through door dash being we are doing a long distance relationship.,-0.11875,7046,"my girlfriend being the kind soul she is says forget it and it's fine and let's it go with no new complaint because she doesn't want to be ""bothersome"".",0.162121212,girlfriend be,0.996807893,1,1
grubhub,216,Twice when ordering from Applebees there were items missing from my order.,-0.2,1475,on the second order i did tell them of the prior error in the comments but i surmise they don't care.,0.0,second order,4.026671679,1,1
