r_id,reference_review
846,Tbh they want to false do thing to us and want us to stop using them and lose customers.
846,"If I could I prefer DoorDash since they ""ACTUALLY CARE"" about me but I can't since the price is to high for me ;( If Uber eats continues on this path of being selfish etc I know they will have no customers and go out of business… Uber fix yourselves ;/"
46,After several mishaps and simply just getting my money back each time after not receiving food or waiting hours for it I'm done!
46,The final straw was getting the wrong food from a different restaurant that contained food I'm allergic to and having Bryon tell me I'll get my money back within 3-5 business days.
46,Nothing for my time.
46,Restaurant was closed once everything was said and done and I ended up not having enough money to eat that night.
46,Canceled my subscription and will NEVER use this crappy app again!
46,I know two grub hub drivers and they tell me how crappy this service is to work for and will also not drive for them anymore.
46,"If you have one, please cancel your subscription and leave this app in the dust."
73,This is somehow the worst delivery and customer service.
73,"I've had food stolen, delivered to the wrong place, missing food items, customer services not providing solutions, and delivery drivers admitting they don't read delivery instructions."
73,The final straw was ordering food and then it being delivered almost an hour later where the food was cold and soggy.
73,"The solution, after I had spent almost $30, was a $5 credit to my account."
73,I assume people order hot food so they don't have to cook and here you are then having to heat up your food anyway.
73,After I use up the joke of a $5 credit (that will cover the delivery fee and MAYBE tax if lucky) I will no longer use this service.
73,It's a joke.
76,"I put in the delivery instructions for which entrance to where I work at, the drivers refused to follow the instructions."
76,"They dropped it off at tool rental or the pro desk, sometimes nasty to my co workers, before leaving...The final straw for this app I had was that I put my house as the address and the food was delivered to my work instead."
76,When I contacted the help desk all I was offered as compensation was 60 day free membership for the fact that I had to drive to pick up my food.
76,When I went into the app the next day there was no member ship and I couldn't even get in contact with their help.
76,Both Grubhub and doordash have messed up too many times to accept paying these exorbitant fees.
536,I used to use Uber and Uber Eats regularly.
536,I work more locally now and do not need to get rides often anymore.
536,"Without the rewards program, don't actually see any reason to choose Uber over a different service with cheaper pricing when I do need a ride."
536,"For Uber Eats, I've been a loyal customer and even paid for Uber One (and before that, Uber Pass)."
536,"Out of all of the orders I have placed, only a small percentage has led to me requesting help."
